observable,quantity,draw_index,native_value,reporting_scale_value
aspect_ratio_y_over_z,delta_21,59,-1.0305590015671591,
aspect_ratio_y_over_z,delta_21,60,-1.0764687574201925,
aspect_ratio_y_over_z,delta_21,61,0.33247688126528452,
aspect_ratio_y_over_z,delta_21,62,-0.12153718896918697,
aspect_ratio_y_over_z,delta_21,63,-1.0956417171684221,
aspect_ratio_y_over_z,ratio_21,0,0.99311077490799649,-0.038447902028824595
aspect_ratio_y_over_z,ratio_21,1,0.99490236776790009,-0.028562094186239822
aspect_ratio_y_over_z,ratio_21,2,0.82002138648395728,-1.0888546448920136
aspect_ratio_y_over_z,ratio_21,3,0.90236961305563035,-0.56399193865043173
aspect_ratio_y_over_z,ratio_21,4,0.90935744619851366,-0.52168185497983821
aspect_ratio_y_over_z,ratio_21,5,0.88469314529539878,-0.67249995407761676
aspect_ratio_y_over_z,ratio_21,6,0.96310355153807592,-0.20672903120769134
aspect_ratio_y_over_z,ratio_21,7,1.046120362840826,0.2467706696799532
aspect_ratio_y_over_z,ratio_21,8,0.94444705021597497,-0.31401920755504353
aspect_ratio_y_over_z,ratio_21,9,0.72501791838825769,-1.7642221307444745
aspect_ratio_y_over_z,ratio_21,10,0.88726881739981533,-0.65655480953638867
aspect_ratio_y_over_z,ratio_21,11,1.0709908488170616,0.3756408848106102
aspect_ratio_y_over_z,ratio_21,12,0.92202912420692495,-0.4457798916913337
aspect_ratio_y_over_z,ratio_21,13,0.90734947324091664,-0.53380639136979913
aspect_ratio_y_over_z,ratio_21,14,0.96500855012972919,-0.19589089773842486
aspect_ratio_y_over_z,ratio_21,15,0.9976846840128335,-0.013244821463847766
aspect_ratio_y_over_z,ratio_21,16,0.90341325293111907,-0.55765211525937974
aspect_ratio_y_over_z,ratio_21,17,0.82122852396904045,-1.0807864928404771
aspect_ratio_y_over_z,ratio_21,18,0.89457348441699069,-0.61158453214743325
aspect_ratio_y_over_z,ratio_21,19,0.85278850182488652,-0.87395329058846183
aspect_ratio_y_over_z,ratio_21,20,0.79839243183934949,-1.2354647094012974
aspect_ratio_y_over_z,ratio_21,21,0.87266347054103677,-0.74759179363449046
aspect_ratio_y_over_z,ratio_21,22,0.90694462343681981,-0.53625420432143145
aspect_ratio_y_over_z,ratio_21,23,0.99749181769250528,-0.01430521494687449
aspect_ratio_y_over_z,ratio_21,24,0.77307459634126419,-1.4122112227950743
aspect_ratio_y_over_z,ratio_21,25,0.87046966368464418,-0.76139754461828291
aspect_ratio_y_over_z,ratio_21,26,1.1361342697214469,0.69950418777317747
aspect_ratio_y_over_z,ratio_21,27,1.067291009747837,0.35666026932112826
aspect_ratio_y_over_z,ratio_21,28,0.81885341573253179,-1.096672331162893
aspect_ratio_y_over_z,ratio_21,29,0.87503012571369754,-0.73273716050037918
aspect_ratio_y_over_z,ratio_21,30,0.89498315715303278,-0.60907331888557348
aspect_ratio_y_over_z,ratio_21,31,1.0138665785093761,0.075002108251589469
aspect_ratio_y_over_z,ratio_21,32,1.0012927662796172,0.0065549867206660412
aspect_ratio_y_over_z,ratio_21,33,0.7768751955822254,-1.3853127704512038
aspect_ratio_y_over_z,ratio_21,34,1.1623065906817838,0.82442064274087601
aspect_ratio_y_over_z,ratio_21,35,0.94264313071299011,-0.32450537060993512
aspect_ratio_y_over_z,ratio_21,36,0.86215975697812475,-0.81400966058021396
aspect_ratio_y_over_z,ratio_21,37,1.2250040610992241,1.1125801399907074
aspect_ratio_y_over_z,ratio_21,38,0.81251752225333296,-1.1392762260601157
aspect_ratio_y_over_z,ratio_21,39,0.98751062722184346,-0.069464284623977093
aspect_ratio_y_over_z,ratio_21,40,1.0158791799098823,0.085879086136383384
aspect_ratio_y_over_z,ratio_21,41,1.0047472361625582,0.025445085378802263
aspect_ratio_y_over_z,ratio_21,42,0.88969774401272117,-0.64156046852870185
aspect_ratio_y_over_z,ratio_21,43,0.83492670743948838,-0.9900537965592211
aspect_ratio_y_over_z,ratio_21,44,0.99828772471813643,-0.0099305804846469437
aspect_ratio_y_over_z,ratio_21,45,1.1099107553637786,0.57142335419731327
aspect_ratio_y_over_z,ratio_21,46,0.97419698139376898,-0.1439137127708458
aspect_ratio_y_over_z,ratio_21,47,0.9681593110666864,-0.17801210269667336
aspect_ratio_y_over_z,ratio_21,48,0.96871281901314921,-0.17487726617963906
aspect_ratio_y_over_z,ratio_21,49,0.80463982868439943,-1.1927132440349693
aspect_ratio_y_over_z,ratio_21,50,0.91823330767921207,-0.46840642624957418
aspect_ratio_y_over_z,ratio_21,51,0.96065240512478856,-0.22070595142506055
aspect_ratio_y_over_z,ratio_21,52,0.95181640637075293,-0.27138825546949841
aspect_ratio_y_over_z,ratio_21,53,0.92236784254863913,-0.44376534983501753
aspect_ratio_y_over_z,ratio_21,54,0.95267453881996422,-0.26644551944337708
aspect_ratio_y_over_z,ratio_21,55,0.9191292622028312,-0.4630572967596181
aspect_ratio_y_over_z,ratio_21,56,0.86339966706701166,-0.80612737212921026
aspect_ratio_y_over_z,ratio_21,57,1.2203111222715795,1.0915276942305887
aspect_ratio_y_over_z,ratio_21,58,0.88369017354876678,-0.67872158595950716
aspect_ratio_y_over_z,ratio_21,59,0.86610899024674137,-0.78894312923193177
aspect_ratio_y_over_z,ratio_21,60,0.86151827361535738,-0.81809211407422699
aspect_ratio_y_over_z,ratio_21,61,1.055864293976442,0.29762169923900866
aspect_ratio_y_over_z,ratio_21,62,0.98300379799615256,-0.094553334558896501
aspect_ratio_y_over_z,ratio_21,63,0.86126850404493183,-0.8196824906672272
